created_at,text,reply_count,retweet_count,favorite_count,utc_offset,location,followers_count,verified,lang,geo,coordinates,place
Wed Apr 04 20:28:09 +0000 2018,"RT @AdamRitterbush: pics of me &amp; my yellow coffee mug 
                     📸: @AndeeWilcox7 https://t.co/4zADKZUDlb",0,0,0,,"Grandview, MO",42,False,en,,,
Wed Apr 04 20:28:09 +0000 2018,@dcwastaken @Etika tasty cider ladies love it,0,0,0,,DMV,30253,False,en,,,
Wed Apr 04 20:28:09 +0000 2018,RT @van_tiques: Retired Ceramic The Lion King Coffee Mug Colorful Simba Disney Classic #Disney #LionKing https://t.co/8bkKJ7AYQf via @eBay,0,0,0,10800,,4682,False,en,,,
Wed Apr 04 20:28:09 +0000 2018,Hello I would like to report a crime. @CarleeWeber24 ‘s mom drank all my vodka and I wanna get drunk and be lame by myself and now I can’t😦,0,0,0,-18000,Can you talk more slush ,144,False,en,,,
Wed Apr 04 20:28:09 +0000 2018,"RT @kenanyigit66: Kudursun kanında ermeni kanı taşıyanlar 
Kudursun vatanına ihanet eden soysuzlar
Kudursun kaninda rum kani olanlar
Bayrağ…",0,0,0,-25200,Türkiye,22688,False,tr,,,
Wed Apr 04 20:28:09 +0000 2018,RT @HydeWhiskey: Delighted to have scored 92 out of 100 in the US Ultimate Spirits Challenge 2018 &amp; made the Top 10 Whiskey finalists list!…,0,0,0,,,39,False,en,,,
Wed Apr 04 20:28:10 +0000 2018,@SaveItLikeNavas Tequila has lemons Mayada lets,0,0,0,14400,Arkham Asylum ,2502,False,es,,,
Wed Apr 04 20:28:10 +0000 2018,RT @cometjimin: jimin drank a whole glass of wine so fast https://t.co/djaqNKRvbc,0,0,0,-25200,#0 Lorenzo Choi stan,2951,False,en,,,
Wed Apr 04 20:28:10 +0000 2018,RT @YukaOmatic: How about a cup of coffee to help with your mornings? https://t.co/hWYFaGY7qF,0,0,0,10800,"Montréal, Québec",410,False,en,,,
Wed Apr 04 20:28:10 +0000 2018,"RT @Jspaulding_: WAY UP YONDER PAST THE CAUTION LIGHT THERES A LITTLE COUNTRY STORE WITH AN OLD COKE SIGN, YOU GOTTA STOP AN ASK MRS. BELL…",0,0,0,,,499,False,en,,,
