created_at,text,reply_count,retweet_count,favorite_count,utc_offset,location,followers_count,verified,lang,geo,coordinates,place
Wed Apr 04 17:18:31 +0000 2018,The only things to drink in my fridge are beer and milk.,0,0,0,,,200,False,en,,,
Wed Apr 04 17:18:31 +0000 2018,Madison Beer Is Now A Professional Instagram Model https://t.co/Cfl9s5eqYl,0,0,0,-18000,,6822,False,en,,,
Wed Apr 04 17:18:32 +0000 2018,If this ain't me https://t.co/EhQufmJMyX,0,0,0,,(she/her) // +63,3573,False,en,,,
Wed Apr 04 17:18:32 +0000 2018,"RT @Kristen_Arnett: this morning at 7-eleven i saw a lizard next to the coffee maker and the cashier said ""no worries that's just marvin, h…",0,0,0,-14400,"New York, USA",60,False,en,,,
Wed Apr 04 17:18:32 +0000 2018,"BANU  AVAR  Uyarıyor : Pontus Hareketi Hızlandı (Mart 2018) https://t.co/nXeCFpZvZs 
 #Suriye #ZeytinDalıHarekatı… https://t.co/5sdtL63R50",0,0,0,-39600,,1177,False,tr,,,
Wed Apr 04 17:18:32 +0000 2018,GRADE A TEA! Get it while it's hot! https://t.co/a5SxZX4y0B,0,0,0,-25200,Floating in the astral plane,571,False,en,,,
Wed Apr 04 17:18:32 +0000 2018,"RT @broadleysbistro: Our food menus are now live on our website! 
Follow the link to see them 🍽

https://t.co/gFuvOtFRhK
•
•
•
•
•
•
#broad…",0,0,0,3600,"Ilkley, Yorkshire, UK",1128,False,en,,,
Wed Apr 04 17:18:32 +0000 2018,"Beautiful day in #Lakeland! Round 4 coffee, BEGIN! #flipfl15",0,0,0,,"Valrico, FL",5492,False,en,,,
Wed Apr 04 17:18:32 +0000 2018,"RT @xnuya: my eyes rolling back into my skull: Give me some more fucking coffee, Alfredo",0,0,0,,ve/ver/vir,5,False,en,,,
Wed Apr 04 17:18:32 +0000 2018,RT @1995soulmates: jimins literally CHUGGING his wine shfihfofhiof LOOK AT TAEHYUNG JUDGING HIM SIDHIFDHIFH https://t.co/VkDvXe3rfq,0,0,0,10800,,81,False,tl,,,
Wed Apr 04 17:18:33 +0000 2018,RT @1995soulmates: jimins literally CHUGGING his wine shfihfofhiof LOOK AT TAEHYUNG JUDGING HIM SIDHIFDHIFH https://t.co/VkDvXe3rfq,0,0,0,-25200,bts ♡ fx ♡ nct,270,False,tl,,,
Wed Apr 04 17:18:33 +0000 2018,"RT @ArfMeasures: [Bar]
HOT WOMAN: You know...my bed is kinda cold when I'm in it on my own

ME: Well maybe I could help you with that *lean…",0,0,0,-25200,CANADA,4589,False,en,,,
Wed Apr 04 17:18:32 +0000 2018,"Having the privilege to know a lady so kind, caring, and hilarious, oh and let’s not forget fiiine as wine makes me… https://t.co/haogP9g1ch",0,0,0,,"Texas, USA",379,False,en,,,
Wed Apr 04 17:18:33 +0000 2018,"RT @DJVANONE: https://t.co/4IaegYlusA...
We back at it again Friday the 6th at 10PM...Stop in for Great Food and Drink… https://t.co/qapSBu…",0,0,0,-25200,"Las Vegas, Nevada",364,False,en,,,
Wed Apr 04 17:18:33 +0000 2018,RT @_Gagachella_: @PopCrave @ShawnMendes @Camila_Cabello @Zedd @MarenMorris @greymusic @bazzi Delicate deserves to be #1 for 13 weeks no sh…,0,0,0,-25200,jay juliette nicks,2751,False,en,,,
