created_at,text,reply_count,retweet_count,favorite_count,utc_offset,location,followers_count,verified,lang,geo,coordinates,place
Wed Apr 04 00:39:14 +0000 2018,"A well balanced DRIPA, w/ sweet malts and a mild hop profile... But the burn of over carbonation is masking some of… https://t.co/MiR7KKOQqT",0,0,0,-14400,Michigan,183,False,en,"{'type': 'Point', 'coordinates': [35.802, -83.5643]}","{'type': 'Point', 'coordinates': [-83.5643, 35.802]}","{'id': '5b4321b324f07e60', 'url': 'https://api.twitter.com/1.1/geo/id/5b4321b324f07e60.json', 'place_type': 'city', 'name': 'Pigeon Forge', 'full_name': 'Pigeon Forge, TN', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-83.624306, 35.768969], [-83.624306, 35.82953], [-83.530892, 35.82953], [-83.530892, 35.768969]]]}, 'attributes': {}}"
Wed Apr 04 00:39:14 +0000 2018,@CSteph90 Are you a whiskey coffee or a cream  liqueur coffee guy,0,0,0,,,64,False,en,,,
Wed Apr 04 00:39:14 +0000 2018,Dogfish Head Romantic Chemistry IPA on tap now. https://t.co/HJ0taxn6Gl @dogfishbeer #BeerMenus,0,0,0,,"Loves Park, IL",501,False,en,"{'type': 'Point', 'coordinates': [42.3186406, -88.9968999]}","{'type': 'Point', 'coordinates': [-88.9968999, 42.3186406]}","{'id': '9bfddbd45776b2bc', 'url': 'https://api.twitter.com/1.1/geo/id/9bfddbd45776b2bc.json', 'place_type': 'city', 'name': 'Loves Park', 'full_name': 'Loves Park, IL', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-89.069204, 42.293874], [-89.069204, 42.365885], [-88.964153, 42.365885], [-88.964153, 42.293874]]]}, 'attributes': {}}"
Wed Apr 04 00:39:15 +0000 2018,RT @marianokplan: merendaré el vodka necesario para salvar esta compañia https://t.co/9vJsmWi2rn,0,0,0,-10800,MiAngelDeLaEternidad.Caro♥,601,False,es,,,
Wed Apr 04 00:39:15 +0000 2018,"@SaluskaInsane @BTS_twt Ultimate weight loss secret method (Red Tea) pls retweet it.

https://t.co/TuKmX1BUCk… https://t.co/eYpeUHJsXc",0,0,0,,,6,False,en,,,
Wed Apr 04 00:39:15 +0000 2018,"Active Infinitive Present (1): parāre
Active Infinitive Perfect (1): parāvisse
Active Infinitive Future (1): parātūrum esse",0,0,0,-25200,,30,False,ca,,,
Wed Apr 04 00:39:15 +0000 2018,RT @savethedwarves: Vodka burns my throat but the thought of you burns everything else; I'd rather black out than stare at empty hands that…,0,0,0,,,334,False,en,,,
Wed Apr 04 00:39:15 +0000 2018,RT @marianokplan: merendaré el vodka necesario para salvar esta compañia https://t.co/9vJsmWi2rn,0,0,0,-25200,,449,False,es,,,
Wed Apr 04 00:39:15 +0000 2018,RT @ky_denzz: my 93 y/o resident had me watering her flowers for well over 20 minutes because they had to be perfect. she then told me to l…,0,0,0,43200,,223,False,en,,,
Wed Apr 04 00:39:15 +0000 2018,RT @whloops: During the break Monsta X got given a cup of coffee each and they all did the same thing shjsjsjs https://t.co/RuCylxaBSx,0,0,0,-10800,seventeen ,80,False,en,,,
Wed Apr 04 00:39:15 +0000 2018,"RT @SirChoudhury: NAH I can’t believe there’s people who drink tea with no sugar AND no milk. 

Why don’t you just chew the tea bags??",0,0,0,-25200,,485,False,en,,,
