created_at,text,reply_count,retweet_count,favorite_count,utc_offset,location,followers_count,verified,lang,geo,coordinates,place
Wed Apr 04 19:22:29 +0000 2018,Came all the way to lufkin to take her out to eat before work. And all she wanted was a sweet tea ☠️😡,0,0,0,,,10,False,en,,,
Wed Apr 04 19:22:28 +0000 2018,I'll have what he's having https://t.co/9DdRP1bZDJ,0,0,0,-14400,Trey-1-7,553,False,en,,,
Wed Apr 04 19:22:28 +0000 2018,"@Willpc91 Well i was going to say, if you post me some whiskey i can get REALLY drunk at your referendum on your behalf?",0,0,0,,"Ipswich, England",67,False,en,,,
Wed Apr 04 19:22:29 +0000 2018,jlaime jveux le serrer dans mes bras ptn jveux le voir heureux toute ma vie https://t.co/HlYccieQal,0,0,0,7200,𝘮𝘰𝘰𝘯𝘭𝘰𝘷𝘦𝘳𝘴 ☽  m,2576,False,fr,,,
Wed Apr 04 19:22:29 +0000 2018,Aí no fórum,0,0,0,,"Lisboa, Portugal",483,False,pt,,,
Wed Apr 04 19:22:29 +0000 2018,"I just wanna have a bunch of friends over, catch up, drink coffee and bullet journal together ☺️",0,0,0,-25200,,123,False,en,,,
Wed Apr 04 19:22:29 +0000 2018,"""World Class Panelists the feature of the Inaugural Craft Beer Forum of Oklahoma"" https://t.co/lTmHnShu2J #craftbeer",0,0,0,-14400,United States,2211,False,en,,,
Wed Apr 04 19:22:29 +0000 2018,easy ways to get rid of belly fat https://t.co/Yb5BKWZ7uQ how to loose beer gut,0,0,0,,,513,False,en,,,
Wed Apr 04 19:22:29 +0000 2018,"RT @eToro: #China hits back at Trump with new tariffs on over 100 U.S products inc. Cars, Whiskey and Defense - a retaliation to Trump's ta…",0,0,0,3600,,755,False,en,,,
Wed Apr 04 19:22:29 +0000 2018,RT @KaizerGShep: I just discovered coffee drinking. I'm a new man...or this might be the next level of being gay https://t.co/DmmhA8Prvv,0,0,0,,"Harlingen, TX",35,False,en,,,
Wed Apr 04 19:22:30 +0000 2018,tuyo na ko. coffee why,0,0,0,28800,,166,False,tl,,,
Wed Apr 04 19:22:30 +0000 2018,@mrjaxtaylor @kdlang Can you please please RT or pledge please please https://t.co/Of71oGtyCX,0,0,0,,"England, United Kingdom",224,False,en,,,
Wed Apr 04 19:22:30 +0000 2018,white/black coffee https://t.co/WkQUW8pjBd,0,0,0,-25200,,49,False,en,,,
Wed Apr 04 19:22:30 +0000 2018,@FAMEKlLLS unless she releases lg6! tea,0,0,0,,“I Got Ya (Na Na)” out now!,951,False,en,,,
Wed Apr 04 19:22:30 +0000 2018,@vexedblackgirl every jamaican household got that rum,0,0,0,-25200,,545,False,en,,,
Wed Apr 04 19:22:30 +0000 2018,RT @murdoxlite: y does my skin look the best when my life is in shambles what’s the tea https://t.co/FHDmJAo3r1,0,0,0,-18000,,489,False,en,,,
Wed Apr 04 19:22:30 +0000 2018,Naka ubos ako ng 2 na iced coffee vanilla pero lalo ako inantok. Why?,0,0,0,28800,,544,False,tl,,,
Wed Apr 04 19:22:30 +0000 2018,RT @1995soulmates: jimins literally CHUGGING his wine shfihfofhiof LOOK AT TAEHYUNG JUDGING HIM SIDHIFDHIFH https://t.co/VkDvXe3rfq,0,0,0,,She/Her • 99 liner | OT7 ♡,518,False,tl,,,
Wed Apr 04 19:22:31 +0000 2018,"RT @Jiminsvodka: Jimin soy yo cuándo bebo vodka, por eso mi username Jimins-Vodka, ahque eso no tiene sentido jajaja

#PremiosMTVMiaw #MTVB…",0,0,0,,,193,False,es,,,
Wed Apr 04 19:22:31 +0000 2018,RT @DanAndShay: This is absolutely HUGE for us. Thank you Spotify for adding #TEQUILA to Today’s Top Hits!  🙌,0,0,0,,,211,False,en,,,
Wed Apr 04 19:22:31 +0000 2018,"Adorei tar com a nana hj, foi só um coffee mas amei",0,0,0,-25200,Lisboa,477,False,pt,,,
Wed Apr 04 19:22:31 +0000 2018,RT @aegyotaetae: jimin really downed that glass full of wine like it was nothing dsfjhdg oh my god https://t.co/Bl7aUKhX0v,0,0,0,,bts & art ,175,False,en,,,
Wed Apr 04 19:22:31 +0000 2018,Whoever started the Ederson vs De tea debate needs to be sent to jail.,0,0,0,,"Lagos, Nigeria",1226,False,en,,,
