created_at,text,reply_count,retweet_count,favorite_count,utc_offset,location,followers_count,verified,lang,geo,coordinates,place
Wed Apr 04 18:40:05 +0000 2018,Good Times Recommends: Turning Point Grand Opening! #theturningpoint #longisland #ny #goodtimes #bar #beer #food… https://t.co/rzUGdMQ3pN,0,0,0,-14400,"Long Island, NY",1678,False,en,,,
Wed Apr 04 18:40:06 +0000 2018,okay coffee,0,0,0,-18000,,984,False,en,,,
Wed Apr 04 18:40:04 +0000 2018,"On April 2 (a day off from school), our Middle School OWLS Club visited the Austell Neighborhood Senior Center and… https://t.co/cAZTKZ8zuX",0,0,0,-14400,"College Park, GA, USA",2644,False,en,,,
Wed Apr 04 18:40:06 +0000 2018,How is Meghan Markle putting her modern American touch on the Royal Wedding plans? We’re spilling some HOT TEA ☕️!… https://t.co/eavayAwx6z,0,0,0,-25200,"Los Angeles, CA",4785731,True,en,,,
Wed Apr 04 18:40:06 +0000 2018,"Paño de cocina o como se dice en inglés ""Tea Towel"". 
.
.
Y como a nosotras nos gustan hasta los… https://t.co/2bb9kx7PX3",0,0,0,-25200,"Valencia, Comunidad Valenciana",8,False,es,,,
Wed Apr 04 18:40:06 +0000 2018,How to drink coffee like an Italian My sister and brother-in-law’s wedding recepti https://t.co/rQBlVDIxQF #coffeearticles #coffeesecrets,0,0,0,-14400,"Charlotte, NC",1669,False,en,,,
Wed Apr 04 18:40:06 +0000 2018,@cambridge_peter The Hungarians a tiny country just said no. We have the same voting rights. The Govermantel did no… https://t.co/G5ewzuaSeh,0,0,0,,Uk,603,False,en,,,
Wed Apr 04 18:40:06 +0000 2018,RT @nickhansonMN: maybe 10 years from now we'll meet again at a coffee shop down the road and start over,0,0,0,,"Orlando, FL",207,False,en,,,
Wed Apr 04 18:40:06 +0000 2018,Someone tell me what beer to seek out at Minneapolis international,0,0,0,-18000,ambiguously famous records,450,False,en,,,"{'id': '9a974dfc8efb32a0', 'url': 'https://api.twitter.com/1.1/geo/id/9a974dfc8efb32a0.json', 'place_type': 'city', 'name': 'Kansas City', 'full_name': 'Kansas City, MO', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-94.733122, 38.868002], [-94.733122, 39.332095], [-94.385441, 39.332095], [-94.385441, 38.868002]]]}, 'attributes': {}}"
Wed Apr 04 18:40:06 +0000 2018,Why Coffee Could Be the Opposite of Cannabis Why Coffee Could Be the Opposite of Ca https://t.co/In53gqqG2g #coffeearticles #coffeesecrets,0,0,0,-14400,"Charlotte, NC",1669,False,en,,,
Wed Apr 04 18:40:06 +0000 2018,ITS FAMOUS IN LOVE DAY YALLLL 🙌🏾🙌🏾 make sure you catch my guy @KeithTPowers and the rest of this great cast tonight… https://t.co/YYWjsR1Xx1,0,0,0,,"Atlanta, GA",25,False,en,,,
Wed Apr 04 18:40:07 +0000 2018,"When i get off, i think ima binge a Netflix show and drink wine",0,0,0,-18000,"lumberton, NC",681,False,en,,,
Wed Apr 04 18:40:06 +0000 2018,#guerrillamarketing #SmallBiz #coffee #marketing @CafeChocolatDC https://t.co/yZljM9QGoN,0,0,0,-14400,"Washington, DC",585,False,und,,,
Wed Apr 04 18:40:07 +0000 2018,Here at The Knight Printing we are all for helping the environment and making the world a better place. Check out w… https://t.co/f9Mbm5WAeE,0,0,0,,,3432,False,en,,,
Wed Apr 04 18:40:07 +0000 2018,"@michaeljohns Also, maybe follow the Trump roadmap. The GOPe doesn't get it and I'm afraid they won't in 2018. I ag… https://t.co/MuT0vXNcO6",0,0,0,,,838,False,en,,,
Wed Apr 04 18:40:07 +0000 2018,"Apple Cider Vinegar Works Wonders on a Lot of Things, but Are Your Sinuses Among Them? https://t.co/QtBfrAPTMx",0,0,0,-14400,Pa USA,113,False,en,,,
Wed Apr 04 18:40:07 +0000 2018,Best way to start a long journey - Drinking a Function Junction Northwest Pale Ale by @Whistlerbrewing @ Monk's Gri… https://t.co/SXcQsoYUoH,0,0,0,,YVR,155,False,en,"{'type': 'Point', 'coordinates': [49.1955, -123.183]}","{'type': 'Point', 'coordinates': [-123.183, 49.1955]}","{'id': '3100dc510186d8b6', 'url': 'https://api.twitter.com/1.1/geo/id/3100dc510186d8b6.json', 'place_type': 'city', 'name': 'Richmond', 'full_name': 'Richmond, British Columbia', 'country_code': 'CA', 'country': 'Canada', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-123.304549, 49.08609], [-123.304549, 49.262393], [-122.957124, 49.262393], [-122.957124, 49.08609]]]}, 'attributes': {}}"
Wed Apr 04 18:40:07 +0000 2018,"RT @alunacoconut: Been hit by a sudden thirst? You need some coconut rum in your life... Don't delay, follow and RT for your chance to #win…",0,0,0,3600,"London, UK",2020,False,en,,,
Wed Apr 04 18:40:01 +0000 2018,"Coffee

design

sleep

repeat.",0,0,0,-25200,Your mind,540,False,en,,,"{'id': '07f82da44bfd9cb2', 'url': 'https://api.twitter.com/1.1/geo/id/07f82da44bfd9cb2.json', 'place_type': 'city', 'name': 'Tulare', 'full_name': 'Tulare, CA', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-119.384597, 36.150891], [-119.384597, 36.240488], [-119.295915, 36.240488], [-119.295915, 36.150891]]]}, 'attributes': {}}"
Wed Apr 04 18:40:07 +0000 2018,"RT @ESPNFC: Liverpool fans hurled objects including beer cans, bottles and flares at the Manchester City bus.

The bus was so badly damaged…",0,0,0,10800,mombasa,319,False,en,,,
Wed Apr 04 18:40:08 +0000 2018,RT @Christiana1987: One day Luis messaged me and asked if I wanted to do coffee. Now here we are. There aren’t words to describe the joy I…,0,0,0,-18000,,22503,False,en,,,
Wed Apr 04 18:40:08 +0000 2018,Have you peeped the menu for the Italian Wine Dinner that we're having on the 25th? Call us today to reserve your s… https://t.co/5ZTQJWKUqU,0,0,0,-14400,"16 E. Patrick St  Frederick,MD",967,False,en,,,
Wed Apr 04 18:40:08 +0000 2018,"Wine Cushing Dye-70+ Colors, $2.75 ea, FREE USA Ship @ $75 
https://t.co/QqtlfP5dNp",0,0,0,-14400,"Ohio, USA",18,False,en,,,
Wed Apr 04 18:40:08 +0000 2018,RUMは1人だよん(笑),0,0,0,,黒の組織,5,False,ja,,,
Wed Apr 04 18:40:08 +0000 2018,"RT @Kristen_Arnett: this morning at 7-eleven i saw a lizard next to the coffee maker and the cashier said ""no worries that's just marvin, h…",0,0,0,-10800,Isla Nublar,564,False,en,,,
Wed Apr 04 18:40:08 +0000 2018,30 Beautiful Ottoman Coffee Tables To Maximise Your Lounge Space https://t.co/FFNhuA6VHV,0,0,0,,"Peachtree City, GA",258,False,en,,,
Wed Apr 04 18:40:08 +0000 2018,"View from my stool as I sip coffee, nibble on a heated croissant, and read a book ... and post… https://t.co/5r63ks2KKu",0,0,0,,,39,False,en,,,
Wed Apr 04 18:40:08 +0000 2018,"Wine down Wednesday.... 

Red .....
White .....
Rose ......

Simples 🍷🍷🍷 https://t.co/l4ioEXDJ1E",0,0,0,3600,"Coventry, CV1 5RN",1386,False,en,,,
Wed Apr 04 18:40:08 +0000 2018,Beautiful !!! https://t.co/6farkyFnHl,0,0,0,,"Santa Fe, NM",526,False,en,,,"{'id': '0046bfef79c8e224', 'url': 'https://api.twitter.com/1.1/geo/id/0046bfef79c8e224.json', 'place_type': 'city', 'name': 'Rio Rancho', 'full_name': 'Rio Rancho, NM', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-106.757623, 35.217658], [-106.757623, 35.374708], [-106.566425, 35.374708], [-106.566425, 35.217658]]]}, 'attributes': {}}"
Wed Apr 04 18:40:09 +0000 2018,@bhavesh08081976 @ndtv @sachin_rt For that u r an invader from iran who viped off whole indus valley civilization.… https://t.co/kDfCB7VSes,0,0,0,19800,Srinagar,106,False,en,,,
Wed Apr 04 18:40:09 +0000 2018,RT @jiminsarchive: wine.mp3 https://t.co/goXQ56xzkh,0,0,0,-18000,"Arkansas, USA",824,False,en,,,
Wed Apr 04 18:40:09 +0000 2018,You can now get beer and wine at Starbucks in Hong Kong. https://t.co/rzgDLJX6k0,0,0,0,3600,"London, England",89792,False,en,,,
Wed Apr 04 18:40:09 +0000 2018,RT @aegyotaetae: jimin really downed that glass full of wine like it was nothing dsfjhdg oh my god https://t.co/Bl7aUKhX0v,0,0,0,-25200,leprosa♡,1865,False,en,,,
Wed Apr 04 18:40:09 +0000 2018,"#homme🤨 (@ Best Coffee House - @bestcoffeehous1 in İstanbul, Türkiye) https://t.co/ZtdggzZmrw",0,0,0,10800,,226,False,tr,"{'type': 'Point', 'coordinates': [41.07068089, 28.88612509]}","{'type': 'Point', 'coordinates': [28.88612509, 41.07068089]}","{'id': '5e02a0f0d91c76d2', 'url': 'https://api.twitter.com/1.1/geo/id/5e02a0f0d91c76d2.json', 'place_type': 'city', 'name': 'İstanbul', 'full_name': 'İstanbul, Türkiye', 'country_code': 'TR', 'country': 'Türkiye', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[28.632104, 40.802734], [28.632104, 41.239907], [29.378341, 41.239907], [29.378341, 40.802734]]]}, 'attributes': {}}"
Wed Apr 04 18:40:09 +0000 2018,RT @France24_en: Taking shots at whiskey: the brewing US-China trade war https://t.co/GGyRSEJ0T4 https://t.co/4hVrHrbubq,0,0,0,,,177,False,en,,,
Wed Apr 04 18:40:09 +0000 2018,The best and tastiest way to incorporate ginger honey in your diet is by drinking ginger and honey tea.… https://t.co/dMjlk5IjUU,0,0,0,19800,"New Delhi, India",35,False,en,,,
Wed Apr 04 18:40:10 +0000 2018,@ledix_sept Pastry Pop Up today until 330p. @ Chapel Hill Coffee https://t.co/rY6BOc8eSi,0,0,0,,,89,False,en,"{'type': 'Point', 'coordinates': [37.79414772, -122.40422308]}","{'type': 'Point', 'coordinates': [-122.40422308, 37.79414772]}","{'id': '5a110d312052166f', 'url': 'https://api.twitter.com/1.1/geo/id/5a110d312052166f.json', 'place_type': 'city', 'name': 'San Francisco', 'full_name': 'San Francisco, CA', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-122.514926, 37.708075], [-122.514926, 37.833238], [-122.357031, 37.833238], [-122.357031, 37.708075]]]}, 'attributes': {}}"
Wed Apr 04 18:40:10 +0000 2018,"@pattonoswalt Really enjoyed both of those cities. Also, if you drink beer there's one called Galloway Hooker that was pretty good.",0,0,0,-28800,Columbus OH,197,False,en,,,
