created_at,text,reply_count,retweet_count,favorite_count,utc_offset,location,followers_count,verified,lang,geo,coordinates,place
Wed Apr 04 03:11:30 +0000 2018,"RT @Kristen_Arnett: this morning at 7-eleven i saw a lizard next to the coffee maker and the cashier said ""no worries that's just marvin, h…",0,0,0,,Just tryin to spread kindness,331,False,en,,,
Wed Apr 04 03:11:30 +0000 2018,RT @thelegendofzu: Steven reminds me of Howl and tbh my pants are wet https://t.co/UN3WzzvqlT,0,0,0,-14400,@shoyokun ♡,2912,False,en,,,
Wed Apr 04 03:11:30 +0000 2018,"""You drink coffee and take stress tab while doing your assignments etc."" - Speaker

Junior high palang stress na. G… https://t.co/TqKO0VlEUM",0,0,0,28800,,16,False,en,,,
Wed Apr 04 03:11:30 +0000 2018,"RT @Kristen_Arnett: this morning at 7-eleven i saw a lizard next to the coffee maker and the cashier said ""no worries that's just marvin, h…",0,0,0,-25200,Building pyramids,1218,False,en,,,
Wed Apr 04 03:11:30 +0000 2018,"RT @ShottaZee: Mbeki must find a ""prior engagement"" outside the country to attend like he used to during key occasions. He can come back on…",0,0,0,,South Africa Gauteng,90,False,en,,,
Wed Apr 04 03:11:30 +0000 2018,Weed https://t.co/DHStUqogG8,0,0,0,,medillin,1030,False,en,,,
Wed Apr 04 03:11:31 +0000 2018,RT @KrissyLionz: Me testing out clothes for the party to make sure I can wine in it.  https://t.co/FGsJxaBcmj,0,0,0,,,1373,False,en,,,
Wed Apr 04 03:11:31 +0000 2018,Será que eu consigo fazer outra comemoração de aniversário dentro beer de novo ? 🤔,0,0,0,,rio de janeiro ,468,False,pt,,,
Wed Apr 04 03:11:31 +0000 2018,"RT @maddyrosenau: little things that make me happy:

-flowers
-the sound of a baby’s laughter
-having a full tank of gas 
-holding hands
-w…",0,0,0,,behind you,696,False,en,,,
Wed Apr 04 03:11:32 +0000 2018,Best drunk lol https://t.co/LF4EOsr6PR,0,0,0,-18000,,2847,False,en,,,
Wed Apr 04 03:11:32 +0000 2018,Yaaas sam get dat boi https://t.co/ED4WkkCWax,0,0,0,,Newfoundland and Labrador,11,False,en,,,
Wed Apr 04 03:11:32 +0000 2018,"You're the coffee that I need in the morning
You're my sunshine in the rain when it's pouring",0,0,0,28800,Hogwarts,349,False,en,,,
Wed Apr 04 03:11:32 +0000 2018,RT @fivefifths: If you cut the coffee in the break room with a little warm water it tastes kind like real coffee https://t.co/UdLPKw4T5i,0,0,0,-25200,Alpha Quadrant,10118,False,en,,,
Wed Apr 04 03:11:33 +0000 2018,"RT @Jumper_GS: Coffee, pineapples, unicorns oh my!! ☕️🍍🦄 https://t.co/FG5ZZkfLu7",0,0,0,-25200,,5141,False,en,,,
Wed Apr 04 03:11:33 +0000 2018,@BeautyChickee drink some tea order some insomnia,0,0,0,-25200,milky way galaxy,57,False,en,,,
Wed Apr 04 03:11:33 +0000 2018,"RT @shafiqzukri98: Nasi kerabu 3, Milo ais 1, tea o ais 2, air soya 1 total harga Rm16.50. Welcome to Kelantan",0,0,0,-25200,Earth.,82,False,in,,,
Wed Apr 04 03:11:33 +0000 2018,"RT @conan_fanclub: 【次号！コナン 、帰還!!!!】

RUMの指令を受け
安室が動き出す⁉️

対峙する赤井と安室…
どんな展開が待ち受けるのか⁉︎

《 史上最強のコナン号 》
⭐️4／11発売のサンデーで❗️

#名探偵コナン #Conan https:…",0,0,0,,,841,False,ja,,,
Wed Apr 04 03:11:33 +0000 2018,You’re telling me your just gonna hop and take over the TL THAT EASY... ok thank you https://t.co/cxjgmwZIO0,0,0,0,-25200,ARRIBA SINALOA,240,False,en,,,
Wed Apr 04 03:11:33 +0000 2018,"RT @PirkasPlottier: Le regalamos un speed con vodka por manija? RT si, fav No https://t.co/fOV7N4JyIZ",0,0,0,,Plottier|Neuquén|Argentina ,372,False,es,,,
Wed Apr 04 03:11:33 +0000 2018,RT @bluesarrrt: ยอมใจแพคเกจ น่ากิน  รูปที่สองเหมือนเค้าตั้งชื่อเครื่องดื่มตามวรรณกรรมด้วยมั้งนะ  pride and prejudice คือ milk tea / the gre…,0,0,0,,---•( 100% SP for life )•---,154,False,th,,,
Wed Apr 04 03:11:33 +0000 2018,"RT @iamjessicajade: Every night when I begrudgingly clean out my coffee presses (and yes I said PRESSES), I remind myself how much I DOUBLY…",0,0,0,-14400,Global  ✈,42409,False,en,,,
Wed Apr 04 03:11:33 +0000 2018,RT @Kirastaylit: and thats the real tea https://t.co/6Sj6PeYwGk,0,0,0,-18000,256,591,False,en,,,
Wed Apr 04 03:11:34 +0000 2018,"If you agree to help me, then I'll teach you how to make the perfect cup of coffee #Persona5SojiroBot",0,0,0,,Cafe Leblanch,8,False,en,,,
Wed Apr 04 03:11:34 +0000 2018,RT @RaelleLogan1: Lords &amp; Ladies... #Romance #gamedev #booklovers #Booksfortrade #bookjunkies #bookworm #NEWRELEASE #HistoricalFiction #Rom…,0,0,0,,GameDevAwesomeGif@gmail.com,1207,False,en,,,
Wed Apr 04 03:11:34 +0000 2018,"RT @wimatchapp: Roses are red
Violets are blue
Gyal come wine pon di culu culu https://t.co/jeKZTUIjes",0,0,0,-21600,yee,1247,False,en,,,
Wed Apr 04 03:11:34 +0000 2018,RT @Kristen_Arnett: so i'm pleased to inform you i've got a new friend at 7-eleven and his name is marvin the coffee sniffing lizard,0,0,0,-25200,"Texas, USA",217,False,en,,,
Wed Apr 04 03:11:34 +0000 2018,"RT @PinupPoleShow: Double Cross Vodka and #PinupPoleShow purple #redcarpet, Fri 3/30 #LongBeach https://t.co/sPI3BmW0iF https://t.co/NN7aJi…",0,0,0,-25200,,454,False,en,,,
Wed Apr 04 03:11:35 +0000 2018,"RT @Kristen_Arnett: this morning at 7-eleven i saw a lizard next to the coffee maker and the cashier said ""no worries that's just marvin, h…",0,0,0,,hhs 19’,403,False,en,,,
Wed Apr 04 03:11:35 +0000 2018,RT @ShelbyRae9: I hope I marry into a family that has huge family gatherings. Like bbq and washers beer and music. Really I just want a fam…,0,0,0,-25200,,137,False,en,,,
Wed Apr 04 03:11:35 +0000 2018,RT @LongBeachPride: We're proud to announce Anheuser Busch @budlight as a Presenting Beer Sponsor of the 2018 Long Beach Lesbian &amp; Gay Prid…,0,0,0,,"California, USA",218,False,en,,,
Wed Apr 04 03:11:35 +0000 2018,this tweet smells like cat piss and apple cider vinegar. delete this gay shit before I report you for being gross. https://t.co/H9vke0zW7U,0,0,0,-25200,nyc/hell/the void,254,False,en,,,
Wed Apr 04 03:11:35 +0000 2018,"RT @rhunstoryteller: Ep.12. When you think CR can't get any better..
Taliesin: Hold my beer.
Travis: Hold my ale.
Rest of the team: Urrrrr!…",0,0,0,,"Redding, CA",191,False,en,,,
Wed Apr 04 03:11:35 +0000 2018,Quick tequila run then I’ll be on cam 🤗,0,0,0,-25200,,8439,False,en,,,
Wed Apr 04 03:11:36 +0000 2018,"RT @DAISJAhnee: GIRLLLLL I’m just trynna eat you like I eat green tea macaroons, you down? https://t.co/HopnP8j2CF",0,0,0,,,357,False,en,,,
Wed Apr 04 03:11:36 +0000 2018,RT @visitxiamen: Make sure to have a couple of hours to spend here wandering and then grab a coffee and enjoy the peace in Xiame. https://t…,0,0,0,,,13072,False,en,,,
Wed Apr 04 03:11:36 +0000 2018,@Meatsauce_Monty That's what vodka tonics will do to ya. https://t.co/2CT6Coh9Yw,0,0,0,,,39,False,en,,,
Wed Apr 04 03:11:36 +0000 2018,"RT @lajoditavieja: Cuando pensas que preparaste el vodka saborizado re tranqui, pero te paras y te das cuenta que estás re en pedo https://…",0,0,0,-10800,"Neuquén, Argentina. ",568,False,es,,,
Wed Apr 04 03:11:36 +0000 2018,RT @therealroseanne: no clean underwear! Coffee filter and scrunchy #roseanne,0,0,0,-28800,"Las Vegas, Nevada",630,False,en,,,
Wed Apr 04 03:11:36 +0000 2018,"RT @MSNBC: ""You must tell the truth. That's a very strong message to all future witnesses. Don't think you can outsmart them. You can end u…",0,0,0,-18000,Atlanta,647,False,en,,,
Wed Apr 04 03:11:37 +0000 2018,"RT @Thatsso_jenn: I want the cute shit. The bring me flowers and wine, stay up all night talking, pillow fighting and waking up next to eac…",0,0,0,,,225,False,en,,,
Wed Apr 04 03:11:37 +0000 2018,"RT @Yhod8: แฟนผมเป็นนุช..^^
 ลูกศิษย์ผมก็เป็นนุช..^^
 น้องๆผมเป็นทีมงาน Disney Club
 อยากวาดรูปน้องชายมานานแล้วครับ
 ( Coffee + pen on pape…",0,0,0,,"ห้วยขวาง, กรุงเทพมหานคร",30,False,th,,,
Wed Apr 04 03:11:37 +0000 2018,RT @kjyost: @thomasclark3 @Pints_W_Aquinas I just want a Beer Stein,0,0,0,-14400,Indiana but missing Virginia,6664,False,en,,,
Wed Apr 04 03:11:37 +0000 2018,"RT @A_Wine_O: #TuesdayThoughts #TuesdayTreat 
“I drink sherry and wine by myself because I like it and I get the sensuous feeling of indulg…",0,0,0,,"San Diego, CA",4542,False,en,,,
Wed Apr 04 03:11:38 +0000 2018,RT @malviyamit: Dreaming of empty chairs in Shri @AmitShah’s OBC convention is not going to win you elections Mr @siddaramaiah. You won’t e…,0,0,0,,,318,False,en,,,
Wed Apr 04 03:11:38 +0000 2018,RT @CJMcCollum: My New Podcast “Pull Up” goes live everywhere tomorrow! I will give listeners an inside scoop on what it’s like to be in th…,0,0,0,,The Great State of Washington,246,False,en,,,
Wed Apr 04 03:11:38 +0000 2018,@TVMohandasPai U r expecting 2 much frm him ... Dis category or liberal category people jst sip coffee or wine n dr… https://t.co/3ZhnB3eXMH,0,0,0,,India,16,False,en,,,
