created_at,text,reply_count,retweet_count,favorite_count,utc_offset,location,followers_count,verified,lang,geo,coordinates,place
Wed Apr 04 14:02:56 +0000 2018,"Açıq Geyinən Qızlara Normal Baxan Oğlanlara O Cür Geyinən Həyat Yoldaşı,Qızlara İsə Açıq Saçıq Geyinən Gəlin Arzu E… https://t.co/0dIr5UptkO",0,0,0,,,910,False,tr,,,
Wed Apr 04 14:02:56 +0000 2018,"RT @JimmyKempski: Rams 2017: Ima trade a 2 for a WR in the final year of his deal without already having a contract extension in place.

Ra…",0,0,0,,"Dallas, TX",152,False,en,,,
Wed Apr 04 14:02:56 +0000 2018,"RT @caratbongie: [fa] coffee date
#SEVENTEEN #JOSHUA #조슈아 #세븐틴 https://t.co/KYrA7YH6Be",0,0,0,-25200,"svt, nct, wanna one, iKON etc.",2072,False,en,,,
Wed Apr 04 14:02:56 +0000 2018,"RT @FLUX_PLAY: Dear FLUX community, our team is hard at work on new updates and features! 
While we drink gallons of coffee and write billi…",0,0,0,-25200,,685,False,en,,,
Wed Apr 04 14:02:56 +0000 2018,"RT @hawayou: Karaoke places selling laced coffee is actually a thing, along with a platter of other drugs. Datuk datuk dodgy memang suka.",0,0,0,28800,Kuala Lumpur,4987,False,en,,,
Wed Apr 04 14:02:56 +0000 2018,No me he hecho hoy: Stay frosty royal milk tea.,0,0,0,-25200,,8,False,en,,,
Wed Apr 04 14:02:57 +0000 2018,"RT @muni_gurume: 【NORIZ COFFEE】
@東京 武蔵境

ビターで濃厚カラメルな自家製プリンを食べられるお店。
表面がツヤツヤと輝くほど美しいプリンで、ほどよく洋酒が効いた大人向けの味わいがたまらない🎶
落ち着いた雰囲気のカフェで至福の時間を過ごせます✨…",0,0,0,,日本 千葉,19,False,ja,,,
Wed Apr 04 14:02:57 +0000 2018,"RT @chairoslo: Did you know?

#oslo #oslove #gin #grünerløkka #grunerløkka #best #bestegin #cocktail #fest #oslobynight https://t.co/E1t9ND…",0,0,0,,,0,False,en,,,
Wed Apr 04 14:02:57 +0000 2018,"RT @hiuhfnk: 昨日リクエスト頂いた、吉野晃一さんの''Sugar&amp;Coffee''をUPします！
メンバーさんが豪華で、凄くカッコいい曲！！

作詞作曲 吉野晃一
編曲 佐藤雄大

Key.佐藤雄大
Gt.柴山哲郎
Ba.滝本堅志
Dr.平里修一
Syn.園田涼
Y…",0,0,0,,北海道,177,False,ja,,,
Wed Apr 04 14:02:57 +0000 2018,True. #coffee 😉☕️ https://t.co/U05YAXx3oF https://t.co/3Lq5XBOhDp,0,0,0,-25200,Phoenix AZ,2754,False,en,,,
Wed Apr 04 14:02:57 +0000 2018,Laughter is the BEST medicine. What a wonderful video to sip my coffee to. https://t.co/O5UkFCxQOu,0,0,0,-25200,"Themyscira, NYC",193,False,en,,,
Wed Apr 04 14:02:56 +0000 2018,"O Universo/Vitória encara o Minas logo mais, às 19h30, no Ginásio Poliesportivo de Cajazeiras, pelo segundo jogo da… https://t.co/RxFAEk1n9c",0,0,0,-25200,"Somos Notícia, Somos Vitória!",473,False,pt,,,
Wed Apr 04 14:02:57 +0000 2018,@elevenjnr มันคือร้าน ATM tea bear ตรงซอย9 😂😂😂😂,0,0,0,25200,,3590,False,th,,,
Wed Apr 04 14:02:57 +0000 2018,"@raginfaith 
-Tulaaaaay
-sportsmag 
-green coffee 
-carmelou and ate daryl hahahahahahahaha
-layout 
-tigtubil 🍻🍻🍻🍻… https://t.co/2x1vmjd1x9",0,0,0,28800,District 9,1183,False,tl,,,
Wed Apr 04 14:02:57 +0000 2018,RT @NOTORIOUSAALI: TEA: https://t.co/e7zD0E441h,0,0,0,,"tupelo, mississippi.",318,False,und,,,
Wed Apr 04 14:02:57 +0000 2018,That show was tea . https://t.co/qJI59oL0H3,0,0,0,-25200,,162,False,en,,,
Wed Apr 04 14:02:57 +0000 2018,ผจก.ร้าน/หัวหน้าร้าน/พนักงานชงกาแฟ ร้านกาแฟ Coffee World สาขา คอนโด The Niche Thonglor (อยู่ริมถนน เพชรบุรีตัดใหม่… https://t.co/YxjHdFPq7x,0,0,0,25200,,12,False,th,,,
Wed Apr 04 14:02:58 +0000 2018,"RT @Kristen_Arnett: this morning at 7-eleven i saw a lizard next to the coffee maker and the cashier said ""no worries that's just marvin, h…",0,0,0,,WC Suns alumni #WCO4L,531,False,en,,,
Wed Apr 04 14:02:57 +0000 2018,"#coffee #caffeine #procrastination
It's not procrastinating if you're drinking coffee
It's procaffeinating.
Tenho q… https://t.co/htjvBNAa52",0,0,0,-10800,"Jundiaí, Brasil",820,False,pt,,,
Wed Apr 04 14:02:58 +0000 2018,RT @BarbieTweetings: Tea tree &amp; bee ~ https://t.co/PyD5a6jIPe,0,0,0,7200,Köln,3201,False,en,,,
Wed Apr 04 14:02:58 +0000 2018,RT @BarbieTweetings: Tea tree &amp; bee ~ https://t.co/PyD5a6jIPe,0,0,0,-25200,Im Land der Träume,1044,False,en,,,
Wed Apr 04 14:02:58 +0000 2018,"RT @CeruleanGates: They say you are what you eat
I'm 
20% wine
40% candy
10% avocado
30% coffee

Oh shit I'm small a hippie co-op station",0,0,0,,new york,1967,False,en,,,
Wed Apr 04 14:02:58 +0000 2018,"RT @DigginThruTheAt: Etched Crystal Wine Glasses, Crystal Wine Glasses, Barware, Stemware, Set of 8   (1603) https://t.co/TSBpuIRkd8 via @E…",0,0,0,,,517,False,en,,,
Wed Apr 04 14:02:58 +0000 2018,Made a coffee run to my favorite bookshop this morning and ran into my favorite professor inside. We ended up havin… https://t.co/rvQMDdD5cy,0,0,0,,"E Dinkins St., Canton MS 39046",477,False,en,,,
Wed Apr 04 14:02:59 +0000 2018,RT @johnastoehr: A factor of the 2018 midterms that gets very little attention: resentment among Democrats for years and years of having th…,0,0,0,,,1015,False,en,,,
Wed Apr 04 14:02:59 +0000 2018,RT @INCIndia: Congress President @RahulGandhi stops to have the Davanagere benne dose &amp; coffee for lunch. Conversations with people followe…,0,0,0,19800,home is where peace is!,215,False,en,,,
Wed Apr 04 14:02:59 +0000 2018,How I’m feeling rn... please. https://t.co/XQ79unV7Jl,0,0,0,-18000,"Augusta, GA",397,False,en,,,
Wed Apr 04 14:02:59 +0000 2018,"brother n sister have royally fucked me off, they can eat dog shit for tea, also they’re really ugly anyway",0,0,0,3600,,1907,False,en,,,
Wed Apr 04 14:02:59 +0000 2018,"RT @Kristen_Arnett: this morning at 7-eleven i saw a lizard next to the coffee maker and the cashier said ""no worries that's just marvin, h…",0,0,0,,"Virginia, USA",316,False,en,,,
Wed Apr 04 14:02:59 +0000 2018,"@SandraD905 You know I love you Sandra, but coffee is meant to be drank black. I won't hold this against you, but p… https://t.co/wOEmfkWhWZ",0,0,0,-21600,"Regina, Saskatchewan",1299,False,en,,,
Wed Apr 04 14:02:59 +0000 2018,"RT @TomOnWine: Fantastic tasting at @CuatroPasos this morning, including the delicious Cuatro Pasos Black 2014. I didn't know Mencía could…",0,0,0,7200,"Cacabelos, El Bierzo",1404,False,en,,,
Wed Apr 04 14:02:59 +0000 2018,RT @ginraguk: #Competition- #Win a stunning bottle of @LussaGin worth £40. Simply retweet &amp; follow us to enter 🍸🎉 https://t.co/sNq9cmvWJC #…,0,0,0,,,423,False,en,,,
Wed Apr 04 14:02:59 +0000 2018,RT @PAUerrangers: let's get drunk together so i can kiss you and blame it on the vodka.,0,0,0,28800,,190,False,en,,,
Wed Apr 04 14:02:59 +0000 2018,Come on guys... Its on Saturday and we are so close to the target now!!! Every little bit really will help and go d… https://t.co/KbbnvIVrN9,0,0,0,,"Birmingham, UK",154,False,en,,,
Wed Apr 04 14:02:59 +0000 2018,"【COFFEE TALK】
落ち着いた店内でコーヒースペシャリスト兼パティシエのコーヒーやスイーツをお楽しみ頂けます。ドリンクやケーキのテイクアウトもご利用ください。#吉祥寺 
https://t.co/fhmteqef62
https://t.co/MTxbaZuLcg",0,0,0,,東京都 武蔵野市吉祥寺本町,476,False,ja,,,
Wed Apr 04 14:02:59 +0000 2018,RT @WLW_ARGENTINA: @willylevy29 Un excelente y premiado 🥇🥇 Rum artesanal @miamiclubrum 🍸🍸 #miamiclubrum y #miamiclubrumcubanocoffe #TheSpir…,0,0,0,,Arizona,2033,False,es,,,
Wed Apr 04 14:02:59 +0000 2018,“This event has been so much fun to watch ... Tour de Cincinnati has been a huge supporter of the local craft beer… https://t.co/MikCmdqq4X,0,0,0,-25200,Cincinnati,464,False,en,,,
