created_at,text,reply_count,retweet_count,favorite_count,utc_offset,location,followers_count,verified,lang,geo,coordinates,place
Wed Apr 04 14:45:26 +0000 2018,RT @LeeshyBee: All I want is for someone to look at me the way I look at my wine 😂 ps. Can you tell how excited… https://t.co/aDihF0KW0w,0,0,0,,,502,False,en,,,
Wed Apr 04 14:45:26 +0000 2018,RT @Argus911: Hoping to have a beer while watching a movie at West Mall? City Council unanimously says no. https://t.co/fFAW3dw3sF,0,0,0,-18000,"Sioux Falls, SD",1927,False,en,,,
Wed Apr 04 14:45:26 +0000 2018,RT @vickto_willy: this wine isn’t on the menu https://t.co/W2YVvAoKMa,0,0,0,-18000,Miami,3023,False,en,,,
Wed Apr 04 14:45:26 +0000 2018,RT @LexiiFritz: i have a sweet tea problem,0,0,0,,ur mom,444,False,en,,,
Wed Apr 04 14:45:26 +0000 2018,My sister is back! And making me all the fruit tea and helping me with work cos she’s bored 😂😍,0,0,0,3600,Wiltshire,265,False,en,,,
Wed Apr 04 14:45:26 +0000 2018,"RT @SirChoudhury: NAH I can’t believe there’s people who drink tea with no sugar AND no milk. 

Why don’t you just chew the tea bags??",0,0,0,3600,,276,False,en,,,
Wed Apr 04 14:45:27 +0000 2018,Cat lovers will enjoy sipping from this cute tea infuser mug https://t.co/2ok6bo3Deo via @mashable,0,0,0,-25200,,9,False,en,,,
Wed Apr 04 14:45:27 +0000 2018,RT @mybeerbuzz: Terrapin Cumulus Lupulus Returns https://t.co/OABFJoAyjK @TerrapinBeerCo #GAbeer #beernews #beer,0,0,0,-25200,"On Hwy78,",1700,False,in,,,
Wed Apr 04 14:45:27 +0000 2018,"RT @svnthsns: “asked kun what his alcohol tolerance level is, he says he can't drink as much as lucas.
“so you're quite weak?”
kun: “a few…",0,0,0,25200,,51,False,en,,,
Wed Apr 04 14:45:27 +0000 2018,"RT @TheGoogleFactz: What do you call a tea which stays with you for a long time?

Loyalty",0,0,0,,Ghana,71,False,en,,,
Wed Apr 04 14:45:27 +0000 2018,"RT @TheRock: I’ve met both and would highly recommend you go with T-Swizzle. The big, brown bald tattooed one is complicated and drinks too…",0,0,0,-39600,,879,False,en,,,
Wed Apr 04 14:45:27 +0000 2018,@Jamesf9875 @liltilgerlil @hersheydenise1 @LarryHumphries1 @cpurrge @donjean13 @Matthew45786265 @Deplor4ble… https://t.co/AlUpdyXqP1,0,0,0,,"Owensboro, KY",8076,False,en,,,
Wed Apr 04 14:45:27 +0000 2018,RT @ComicBookNOW: It's safe to say that #RobertDowneyJr has aged like a fine wine. Happy birthday Iron Man! https://t.co/RG2gyfuxlm,0,0,0,-25200,"Las Vegas, Nevada",1728,False,en,,,
Wed Apr 04 14:45:27 +0000 2018,"RT @punpun0693: 'What it's like?'
'What is it?'

He stopped. Starring out the window. If I have to pick a word to describe him, that word w…",0,0,0,,Buitopia,76,False,en,,,
Wed Apr 04 14:45:28 +0000 2018,RT @Bearded_Boxer: Ice coffee forever hits the spot.,0,0,0,,"Indianapolis, Indiana ",496,False,en,,,
