created_at,text,reply_count,retweet_count,favorite_count,utc_offset,location,followers_count,verified,lang,geo,coordinates,place
Wed Apr 04 15:27:31 +0000 2018,"RT @Zandersanz: If we can’t get wine drunk, take a shower together, and have an old school R&amp;B and Soul concert in there, we aren’t meant t…",0,0,0,-18000,#UA ,1089,False,en,,,
Wed Apr 04 15:27:31 +0000 2018,RT @TeaPainUSA: NOTICE:  Gun-nut -&gt;@WRGAMAGA has been previously been suspended for makin' death threats against women folks.  He's back wi…,0,0,0,-25200,,342,False,en,,,
Wed Apr 04 15:27:31 +0000 2018,I get kidney stones https://t.co/Md6yFbldej,0,0,0,-25200,"Bronx, NY",1912,False,en,,,
Wed Apr 04 15:27:31 +0000 2018,"sorry, but my first and last is the Superior™ title track ever made and that's the tea for today",0,0,0,,,86,False,en,,,
Wed Apr 04 15:27:32 +0000 2018,"@pedrosoh Hahaha, tadinho. Um shot de tequila faz ele virar a Bela Adormecida em 1 segundo",0,0,0,-10800,"Copa Rio de Janeiro, Brasil",1407,False,pt,,,
Wed Apr 04 15:27:32 +0000 2018,The struggle tweets have begun 🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮… https://t.co/GAAsm51eNL,0,0,0,-25200,,700,False,en,,,
Wed Apr 04 15:27:32 +0000 2018,RT @xmg_gg: Coffee Lake incoming! Viele unserer Geräte sind ab sofort mit @intel  Core CPUs der 8. Generation erhältlich! https://t.co/pdKF…,0,0,0,-25200,,154,False,de,,,
Wed Apr 04 15:27:32 +0000 2018,RT @_demixgod: Me walking into work late with breakfast and coffee https://t.co/nHnhSHzNr4,0,0,0,,,258,False,en,,,
Wed Apr 04 15:27:32 +0000 2018,@teago_emplaw I'm thinking a gin &amp; tonic!!,0,0,0,3600,Wilmslow (& rest of England),2801,False,en,,,
Wed Apr 04 15:27:32 +0000 2018,RT @Kristen_Arnett: so i'm pleased to inform you i've got a new friend at 7-eleven and his name is marvin the coffee sniffing lizard,0,0,0,-25200,"Boston, MA",360,False,en,,,
Wed Apr 04 15:27:32 +0000 2018,RT @LisaRivera2207: Because you never know when you’ll need a violin case to carry your #wine when #traveling ! @DemiCassiani @TheWiningHou…,0,0,0,,Calgary,234,False,en,,,
Wed Apr 04 15:27:33 +0000 2018,"Louisiana tail gate party.. boudin, chicken, rabbit, beer,",0,0,0,-25200,United States,108,False,en,,,
Wed Apr 04 15:27:33 +0000 2018,Ahhhh pero lxs que le estaban jode y jode por el block ahora están arrepentixs..... tea https://t.co/P1JvtkRSKp,0,0,0,,"""I promise I will be back""/Mex",3024,False,es,,,
Wed Apr 04 15:27:34 +0000 2018,"This week we have Theatre Game Night - Wednesday, April 4, 2018 6:30 PM 8:30 PM with special guest OPEN PROGRESS. I… https://t.co/uyEY5jrZJh",0,0,0,,"500 West 52nd Street, 3W, New York, NY 10019",0,False,en,,,
Wed Apr 04 15:27:34 +0000 2018,Thank goodness coffee is gluten free,0,0,0,-10800,Moose country ,123,False,en,,,
Wed Apr 04 15:27:34 +0000 2018,RT @FCBayernUS: ☕@MatsHummels and coffee just don't get along! 😂 https://t.co/ssIJT6Q6Df,0,0,0,,"Aguilas, España",235,False,en,,,
Wed Apr 04 15:27:34 +0000 2018,"Prom Dress,Burgundy Evening Gowns,Wine Red Prom Dress,Long Bridesmaid Dress,Prom Long Dresses · prom dress · Online… https://t.co/LeKq7Tzv4c",0,0,0,,,0,False,en,,,
Wed Apr 04 15:27:34 +0000 2018,RT @marianokplan: merendaré el vodka necesario para salvar esta compañia https://t.co/9vJsmWi2rn,0,0,0,10800,"Córdoba, Argentina",541,False,es,,,
Wed Apr 04 15:27:34 +0000 2018,"Continium 2015

Medium open bouquet
Pure chocolate
Coffee 
Intens warm fruit

Soft start
Elegant
Medium acid
Cacao… https://t.co/zFC2HmLlm0",0,0,0,7200,Amsterdam,2212,False,en,,,"{'id': '99cdab25eddd6bce', 'url': 'https://api.twitter.com/1.1/geo/id/99cdab25eddd6bce.json', 'place_type': 'city', 'name': 'Amsterdam', 'full_name': 'Amsterdam, Nederland', 'country_code': 'NL', 'country': 'Nederland', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[4.7289, 52.278227], [4.7289, 52.431229], [5.079207, 52.431229], [5.079207, 52.278227]]]}, 'attributes': {}}"
Wed Apr 04 15:27:34 +0000 2018,this is such good content for a coffee break https://t.co/ZstcTGjO3F,0,0,0,7200,,428,False,en,,,
Wed Apr 04 15:27:35 +0000 2018,"RT @QueenBeanCoffee: ""Either you run the day or the day runs you"" -J.Rohn
Staring w a cup of balanced, clean #Guatemala Antigua #coffee
htt…",0,0,0,,,7595,False,en,,,
Wed Apr 04 15:27:35 +0000 2018,"RT @Redpainter1: 3 weeks ago WH trade adviser Peter Navarro said no one would retaliate against US in a trade war.

China: “hold my Tsingta…",0,0,0,-25200,in or near the weed patch,82,False,en,,,
Wed Apr 04 15:27:35 +0000 2018,"RT @ChenguGold: ""I cannot forgive Nelson Mandela for accepting the Nobel Peace Prize with his jailer De Klerk. Hand in hand they went. Mand…",0,0,0,-25200,Ghana - South Africa,10344,False,en,,,
