created_at,text,reply_count,retweet_count,favorite_count,utc_offset,location,followers_count,verified,lang,geo,coordinates,place
Wed Apr 04 11:31:11 +0000 2018,Citra Pale Ale currently pouring in @AlfieByrnes. #SayYesToTheSesh https://t.co/K6GOIGOkXe,0,0,0,3600,"Wexford, Ireland",4023,False,en,,,
Wed Apr 04 11:31:12 +0000 2018,I’m worried. @mouthful_the reckons he’s gone cold turkey on the coffee. I mean...😳,0,0,0,3600,"Splott, Cardiff",4472,False,en,,,
Wed Apr 04 11:31:12 +0000 2018,RT @Kmarkobarstool: Your profile picture is literally you posing drinking a beer. https://t.co/lCkHBhkt2v,0,0,0,-14400,Long Island,1186,False,en,,,
Wed Apr 04 11:31:12 +0000 2018,I’m trying to cut down to one cup of coffee again.......I might die,0,0,0,-10800,"Michigan, USA",286,False,en,,,
Wed Apr 04 11:31:13 +0000 2018,RT @Nimbagalram: Congress President @RahulGandhi stops to have the Davanagere benne dose &amp; coffee for lunch...@srivatsayb @divyaspandana @s…,0,0,0,,"Hosapet, Karnataka",230,False,en,,,
Wed Apr 04 11:31:13 +0000 2018,"@le_phey Ich meinte schon (scherzhaft), die Stadtführung mit google Maps zu machen. Da kommt man viel mehr rum :D U… https://t.co/uBMwKUJWiL",0,0,0,7200,,72,False,de,,,
Wed Apr 04 11:31:14 +0000 2018,"@Adrncrtctphn https://t.co/vIMGcbhjpi

c'est le même chef c'est ca ? t'as peur qu'il se rende compte que tu l'as ridiculisé sur twitter ?",0,0,0,7200,,907,False,fr,,,
Wed Apr 04 11:31:14 +0000 2018,Meu novo artigo para a Revista Fórum: Drogas e prisões. Mostro como a política de drogas é central para a Segurança… https://t.co/nxnEjGpI6c,0,0,0,-10800,Brasil,47529,False,pt,,,
Wed Apr 04 11:31:14 +0000 2018,Drinking a Llop by @BEERLOVERSNORD @ Bar 11 — https://t.co/HsiwX81rmp,0,0,0,3600,"Farnworth,Bolton,England",237,False,en,,,
Wed Apr 04 11:31:14 +0000 2018,milk tea pls.,0,0,0,-25200,Davao City,310,False,en,,,
Wed Apr 04 11:31:14 +0000 2018,RT @ItsFoodPorn: Chocolate Coffee. https://t.co/A9ZnlhoNPa,0,0,0,-25200,,265,False,en,,,
Wed Apr 04 11:31:14 +0000 2018,"RT @Kristen_Arnett: this morning at 7-eleven i saw a lizard next to the coffee maker and the cashier said ""no worries that's just marvin, h…",0,0,0,7200,,441,False,en,,,
Wed Apr 04 11:31:15 +0000 2018,@mykatzkeeper Need some coffee too?,0,0,0,-14400,,314814,True,en,,,
Wed Apr 04 11:31:15 +0000 2018,"RT @hoonsire: Turn Off The Lights &gt;&gt;&gt; Body and that’s the tea for today, thank you for coming to my Ted Talk. https://t.co/xSzZTCuthf",0,0,0,-25200,aru's hoe,1228,False,en,,,
Wed Apr 04 11:31:15 +0000 2018,tea https://t.co/tSAN9CDK5K,0,0,0,,in your area,440,False,und,,,
Wed Apr 04 11:31:15 +0000 2018,"Gotta to be honest and say it's not just coffee going in there...Allez, Allez Reds. https://t.co/HZwuQTnwOv",0,0,0,,That there Liverpool,241,False,en,,,
Wed Apr 04 11:31:16 +0000 2018,RT @_taqqhmd: Kahkahkah apa benda pergi night club tapi minum coffee ni? Baik lepak Coffea Coffee je. https://t.co/qcaB7PGbyy,0,0,0,28800,"CKH, Subang Jaya",3253,False,in,,,
Wed Apr 04 11:31:16 +0000 2018,"Dunkins is filling up, people need their Kickstarter for the day (coffee).

Do you need a… https://t.co/4iPSw2TXL4",0,0,0,,"Fort Myers, FL",105,False,en,"{'type': 'Point', 'coordinates': [26.68265302, -81.90608561]}","{'type': 'Point', 'coordinates': [-81.90608561, 26.68265302]}","{'id': '01ac3f6d45c27f58', 'url': 'https://api.twitter.com/1.1/geo/id/01ac3f6d45c27f58.json', 'place_type': 'city', 'name': 'North Fort Myers', 'full_name': 'North Fort Myers, FL', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-81.940738, 26.652659], [-81.940738, 26.770096], [-81.760762, 26.770096], [-81.760762, 26.652659]]]}, 'attributes': {}}"
