created_at,text,reply_count,retweet_count,favorite_count,utc_offset,location,followers_count,verified,lang,geo,coordinates,place
Wed Apr 04 08:59:27 +0000 2018,"RT @salismaniacom: Biscuit &amp; #Coffee Parfait by @myyummyspatula  😍

Do you want to eat this? 🤓

Then check out the #recipe in our latest is…",0,0,0,,"Noida, India",14,False,en,,,
Wed Apr 04 08:59:27 +0000 2018,RT @AboutMcr: Can anyone help Stephen out? https://t.co/0FnOosMXvH,0,0,0,,Manchester,241,False,en,,,
Wed Apr 04 08:59:27 +0000 2018,We need volunteers to help sell beer at the Greenfield Lake concert series in order to raise money for Gregory. Let… https://t.co/RkVOfKI6F6,0,0,0,,"Wilmington, nc",72,False,en,,,
Wed Apr 04 08:59:27 +0000 2018,You know it's been a hard day when you have to go shop for vodka afterwards,0,0,0,,,523,False,en,,,
Wed Apr 04 08:59:28 +0000 2018,RT @thegooglefact: Putting vodka on your face reduces the chance of acne breakouts by tightening your pores.,0,0,0,3600,Accra Ghana,1062,False,en,,,
Wed Apr 04 08:59:28 +0000 2018,I added a video to a @YouTube playlist https://t.co/Lg7NaryD9V The Last Airbender - Delectable Tea or deadly poison,0,0,0,,"South Carolina, USA or Tha Kingdom",6,False,en,,,
Wed Apr 04 08:59:29 +0000 2018,"RT @Kristen_Arnett: this morning at 7-eleven i saw a lizard next to the coffee maker and the cashier said ""no worries that's just marvin, h…",0,0,0,-25200,,77,False,en,,,
Wed Apr 04 08:59:29 +0000 2018,"RT @idevadhikari: Wana have some tea....now we are part of #wtsapp GIF...Go share as much as possible..
#KABIR releasing this 13th April 
@…",0,0,0,,"West Bengal , India",7,False,en,,,
Wed Apr 04 08:59:29 +0000 2018,OMG I love this one too 💀 https://t.co/9JeSwZ9ECf,0,0,0,,,271,False,en,,,"{'id': 'dd3b100831dd1763', 'url': 'https://api.twitter.com/1.1/geo/id/dd3b100831dd1763.json', 'place_type': 'city', 'name': 'New Orleans', 'full_name': 'New Orleans, LA', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-90.137908, 29.889574], [-90.137908, 30.075628], [-89.884108, 30.075628], [-89.884108, 29.889574]]]}, 'attributes': {}}"
Wed Apr 04 08:59:30 +0000 2018,"RT @lexi_somerton: Gosh.. what the #Homeless will go thro with this below ZERO temp week ? 

Pls keep them in ur heart and if you see any,…",0,0,0,32400,"Sydney, New South Wales",48779,False,en,,,
