created_at,text,reply_count,retweet_count,favorite_count,utc_offset,location,followers_count,verified,lang,geo,coordinates,place
Wed Apr 04 12:53:38 +0000 2018,"RT @JaiAgnish: How about wings, beer, and some pool with Grant Marshall and a pub filled with Devils fans Saturday? #NJDevils  https://t.co…",0,0,0,-14400,"Newark, NJ",4232,False,en,,,
Wed Apr 04 12:53:38 +0000 2018,"RT @TonyNashOnAsia: #TradeWar: China's Top 10 imports from the US.
1- Aircraft
2- Cars
3 - Soy beans
4 - ICs
5 - Stuff
6 - Engines
7 - Sorg…",0,0,0,,,9188,False,en,,,
Wed Apr 04 12:53:38 +0000 2018,"RT @MuslimIQ: Here's a list of reasons why you should #LoveAMuslim

•Muslims invented coffee.

There's more, but let's be honest, coffee is…",0,0,0,-14400,"Brooklyn, USA",1402,False,en,,,
Wed Apr 04 12:53:38 +0000 2018,"They serve the best coffee in town, they said. Though di ko naman talaga na-try. Astig lang nung… https://t.co/sb11cDcnLB",0,0,0,28800,"Manila, Philippines",1185,False,en,"{'type': 'Point', 'coordinates': [17.0864, 120.90701073]}","{'type': 'Point', 'coordinates': [120.90701073, 17.0864]}","{'id': '01654b7e1baefd73', 'url': 'https://api.twitter.com/1.1/geo/id/01654b7e1baefd73.json', 'place_type': 'city', 'name': 'Sagada', 'full_name': 'Sagada, Cordillera Admin Region', 'country_code': 'PH', 'country': 'Republic of the Philippines', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[120.854928, 17.030526], [120.854928, 17.18792], [120.933099, 17.18792], [120.933099, 17.030526]]]}, 'attributes': {}}"
Wed Apr 04 12:53:38 +0000 2018,"RT @lucholucero_: Bienvenidos a las cenaprevias!
Menú de hoy: Lomitos + vodka. https://t.co/cfYsmnyE28",0,0,0,-10800,Río Tercero-Córdoba-Argentina,452,False,es,,,
Wed Apr 04 12:53:39 +0000 2018,@Sanyasi_hu Mai coffee ni piti 😟😟,0,0,0,,जहाँ खुशियां रहती है वही पर😊,2640,False,it,,,
Wed Apr 04 12:53:39 +0000 2018,RT @Angelasamata: Make sure it’s all back to @fergusobrienuk‘s for post-BAFTA party tea and toast @DanielMays9 It’s THE BEST 😁,0,0,0,,London,560,False,en,,,
Wed Apr 04 12:53:39 +0000 2018,RT @annie_palmer: Looking for a SJ beer fest ticket if anyone is selling one !! 🙏🏼,0,0,0,-10800,,191,False,en,,,
Wed Apr 04 12:53:39 +0000 2018,"Dall'incontro #Food &amp; #Wine, Sicilia in Cina: “L’#Export registra risultati deludenti ma nulla è perduto”. Entro gi… https://t.co/rdvI0cCril",0,0,0,,"Milano, Lombardia",52,False,it,,,
Wed Apr 04 12:53:39 +0000 2018,RT @Pradeep66068073: @PiyushGoyalOffc @RailMinIndia @IRCTCofficial dear sir pnr of my mother’s is6712254466 is traveling by 22811 raj exp d…,0,0,0,,,3,False,en,,,
